0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,-0.022978388784296033,0.004675529410676119,0.0,0.0,-0.055736255241727865,-0.04229449966381395,-46.48510631060614,-1.2511555886557975,-1.0,0.0,0.0,0.022978388784296033,-0.004675529410676119,0.0,0.0,0.055736255241727865,0.04229449966381395,46.48510631060614,1.2511555886557975,1.0,0.0,-0.007946925447480083,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001768929082701775,0.0,0.0,0.0,0.0,0.0,0.0013963635972230554,0.0,0.0,0.0,0.0,0.001585959138322518,0.003941465197759651,0.007946925447480083,0.0,0.0,0.0,0.0,0.0,0.0,0.0001768929082701775,0.0,0.0,0.0,0.0,0.0,-0.0013963635972230554,0.0,0.0,0.0,0.0,-0.001585959138322518,-0.003941465197759651,0.0,0.000647595705942416
0.0,-0.012218284043180538,0.058745834909111186,0.0,0.0,-0.12759388557181595,0.02456131182903854,37.63496684139375,2.0482788567730834,0.0,0.0,0.0,0.012218284043180538,-0.058745834909111186,0.0,0.0,0.12759388557181595,-0.02456131182903854,-37.63496684139375,-2.0482788567730834,0.0,0.0,0.017537606039008943,-1.0,0.0,0.0,0.0,0.0,0.0,-9.405915352717889e-05,0.0,0.0,0.0,0.0,0.0,0.002436008660134262,0.0,0.0,0.0,0.0,0.007526342257562357,0.003849504787377757,-0.017537606039008943,1.0,0.0,0.0,0.0,0.0,0.0,9.405915352717889e-05,0.0,0.0,0.0,0.0,0.0,-0.002436008660134262,0.0,0.0,0.0,0.0,-0.007526342257562357,-0.003849504787377757,0.0,0.014601190863900127
0.0,1.4434503880242717,-0.2434013768751274,0.0,0.0,-0.4846826321722476,0.1345481198857009,-68.40301526455833,-53.31207223682875,0.0,0.0,0.0,-1.4434503880242717,0.2434013768751274,0.0,0.0,0.4846826321722476,-0.1345481198857009,68.40301526455833,53.31207223682875,0.0,0.0,0.06881577718408438,0.0,-1.0,0.0,0.0,0.0,0.0,0.011112012224975149,0.0,0.0,0.0,0.0,0.0,0.11340056110714523,0.0,0.0,0.0,0.0,-0.05408494990535526,-0.04367661839410159,-0.06881577718408438,0.0,1.0,0.0,0.0,0.0,0.0,-0.011112012224975149,0.0,0.0,0.0,0.0,0.0,-0.11340056110714523,0.0,0.0,0.0,0.0,0.05408494990535526,0.04367661839410159,0.0,0.5218015171055038
0.0,11.624788543204453,-1.9260583157816669,0.0,0.0,-0.14523480544890277,3.256756409970744,1877.2968253675017,54.52367595923553,0.0,0.0,0.0,-11.624788543204453,1.9260583157816669,0.0,0.0,0.14523480544890277,-3.256756409970744,-1877.2968253675017,-54.52367595923553,0.0,0.0,0.33881262974448473,0.0,0.0,-1.0,0.0,0.0,0.0,0.08949028901620057,0.0,0.0,0.0,0.0,0.0,0.525064305631134,0.0,0.0,0.0,0.0,-0.4511049367661441,-0.2875392498646552,-0.33881262974448473,0.0,0.0,1.0,0.0,0.0,0.0,-0.08949028901620057,0.0,0.0,0.0,0.0,0.0,-0.525064305631134,0.0,0.0,0.0,0.0,0.4511049367661441,0.2875392498646552,0.0,0.23333377102014333
0.0,6.21742372816075,-0.9123278225125668,0.0,0.0,-0.06709181302576606,1.817954278402295,1392.849038145367,-28.34968383321521,0.0,0.0,0.0,-6.21742372816075,0.9123278225125668,0.0,0.0,0.06709181302576606,-1.817954278402295,-1392.849038145367,28.34968383321521,0.0,0.0,0.26316900568887436,0.0,0.0,0.0,-1.0,0.0,0.0,0.04786315418137607,0.0,0.0,0.0,0.0,0.0,0.2572389003106516,0.0,0.0,0.0,0.0,-0.22285389419039514,-0.1655364542374853,-0.26316900568887436,0.0,0.0,0.0,1.0,0.0,0.0,-0.04786315418137607,0.0,0.0,0.0,0.0,0.0,-0.2572389003106516,0.0,0.0,0.0,0.0,0.22285389419039514,0.1655364542374853,0.0,0.46961510546968194
0.0,-1.5411654663632801,-0.19620165146929802,0.0,1.0,0.13785205406846726,-0.4767866872370854,57.08271853354006,1.9521978884130915,0.0,0.0,0.0,1.5411654663632801,0.19620165146929802,0.0,-1.0,-0.13785205406846726,0.4767866872370854,-57.08271853354006,-1.9521978884130915,0.0,0.0,0.01014464385619867,0.0,0.0,0.0,0.0,0.0,0.0,-0.011864245314574903,0.0,0.0,0.0,0.0,0.0,0.021062129537495092,0.0,0.0,0.0,0.0,-0.015432781348599192,0.0044843543529485596,-0.01014464385619867,0.0,0.0,0.0,0.0,0.0,0.0,0.011864245314574903,0.0,0.0,0.0,0.0,0.0,-0.021062129537495092,0.0,0.0,0.0,0.0,0.015432781348599192,-0.0044843543529485596,0.0,0.011639039775419748
0.0,-7.706917246881996,0.5805484955541712,0.0,0.0,-0.9670207423823308,-1.476965070933123,-996.079062813466,-27.54855218958076,0.0,1.0,0.0,7.706917246881996,-0.5805484955541712,0.0,0.0,0.9670207423823308,1.476965070933123,996.079062813466,27.54855218958076,0.0,-1.0,-0.17273864686559676,0.0,0.0,0.0,0.0,0.0,0.0,-0.05932961698908389,0.0,0.0,0.0,0.0,0.0,0.00652732781967525,0.0,0.0,0.0,0.0,0.2235272430090408,0.12879397441509544,0.17273864686559676,0.0,0.0,0.0,0.0,0.0,0.0,0.05932961698908389,0.0,0.0,0.0,0.0,0.0,-0.00652732781967525,0.0,0.0,0.0,0.0,-0.2235272430090408,-0.12879397441509544,0.0,0.0013502780465880144
0.0,-16.167757602653637,2.3603037334607837,0.0,0.0,-1.0111967138400153,-4.868607515899269,-548.7390721539315,-17.945481948139797,0.0,0.0,0.0,16.167757602653637,-2.3603037334607837,0.0,0.0,1.0111967138400153,4.868607515899269,548.7390721539315,17.945481948139797,0.0,0.0,-0.0949838020474057,0.0,0.0,0.0,0.0,0.0,0.0,-0.12446310702581707,0.0,0.0,0.0,1.0,0.0,-0.18234592737856875,0.0,0.0,0.0,0.0,0.15519606960258564,-0.3366168663609747,0.0949838020474057,0.0,0.0,0.0,0.0,0.0,0.0,0.12446310702581707,0.0,0.0,0.0,-1.0,0.0,0.18234592737856875,0.0,0.0,0.0,0.0,-0.15519606960258564,0.3366168663609747,0.0,0.009407235613232543
0.0,-16.015027686450622,-2.2004016204855565,0.0,0.0,-5.31353007219065,4.308042552713003,-4477.01214008955,-90.25025990014532,0.0,0.0,0.0,16.015027686450622,2.2004016204855565,0.0,0.0,5.31353007219065,-4.308042552713003,4477.01214008955,90.25025990014532,0.0,0.0,-0.2478564119772091,0.0,0.0,0.0,0.0,0.0,0.0,-0.1232873570935383,-1.0,0.0,0.0,0.0,0.0,-1.4542475709003868,0.0,0.0,0.0,0.0,0.4259940464966234,9.577269224155073,0.2478564119772091,0.0,0.0,0.0,0.0,0.0,0.0,0.1232873570935383,1.0,0.0,0.0,0.0,0.0,1.4542475709003868,0.0,0.0,0.0,0.0,-0.4259940464966234,-9.577269224155073,0.0,0.39955164450724195
0.0,14.214868018441004,-2.1493312370986435,0.0,0.0,1.370962901111308,3.0884824092469785,1986.3284418236906,58.03872788683847,0.0,0.0,0.0,-14.214868018441004,2.1493312370986435,0.0,0.0,-1.370962901111308,-3.0884824092469785,-1986.3284418236906,-58.03872788683847,0.0,0.0,0.36178840400286283,0.0,0.0,0.0,0.0,0.0,0.0,0.10942931499954586,0.0,-1.0,0.0,0.0,0.0,0.6752289148375595,0.0,0.0,0.0,0.0,-0.5334550588607629,-0.32164152152934516,-0.36178840400286283,0.0,0.0,0.0,0.0,0.0,0.0,-0.10942931499954586,0.0,1.0,0.0,0.0,0.0,-0.6752289148375595,0.0,0.0,0.0,0.0,0.5334550588607629,0.32164152152934516,0.0,0.1411326401929736
